crime_code,crime_description,crime_domain
365,FRAUD,Other Crime
360,TRAFFIC VIOLATION,Traffic Fatality
596,VEHICLE - STOLEN,Violent Crime
346,VEHICLE - STOLEN,Violent Crime
537,IDENTITY THEFT,Violent Crime
332,FIREARM OFFENSE,Fire Accident
586,ASSAULT,Violent Crime
143,ARSON,Fire Accident
125,KIDNAPPING,Other Crime
576,PUBLIC INTOXICATION,Other Crime
321,ARSON,Fire Accident
330,BURGLARY,Other Crime
549,EXTORTION,Other Crime
586,FIREARM OFFENSE,Fire Accident
424,EXTORTION,Other Crime
590,TRAFFIC VIOLATION,Traffic Fatality
384,FIREARM OFFENSE,Fire Accident
312,COUNTERFEITING,Other Crime
339,ASSAULT,Violent Crime
155,SEXUAL ASSAULT,Violent Crime
511,PUBLIC INTOXICATION,Other Crime
167,TRAFFIC VIOLATION,Traffic Fatality
268,SHOPLIFTING,Other Crime
234,DOMESTIC VIOLENCE,Violent Crime
144,VANDALISM,Other Crime
478,ILLEGAL POSSESSION,Other Crime
450,EXTORTION,Other Crime
394,ARSON,Fire Accident
550,ROBBERY,Violent Crime
457,TRAFFIC VIOLATION,Traffic Fatality
492,SHOPLIFTING,Other Crime
557,CYBERCRIME,Other Crime
322,ROBBERY,Violent Crime
440,VANDALISM,Other Crime
321,FRAUD,Other Crime
193,ASSAULT,Violent Crime
230,PUBLIC INTOXICATION,Other Crime
544,FIREARM OFFENSE,Fire Accident
442,CYBERCRIME,Other Crime
156,ASSAULT,Violent Crime
104,ARSON,Fire Accident
386,ILLEGAL POSSESSION,Other Crime
566,VEHICLE - STOLEN,Violent Crime
358,FIREARM OFFENSE,Fire Accident
120,COUNTERFEITING,Other Crime
307,CYBERCRIME,Other Crime
579,DOMESTIC VIOLENCE,Violent Crime
372,ARSON,Fire Accident
445,DOMESTIC VIOLENCE,Violent Crime
315,KIDNAPPING,Other Crime
212,VANDALISM,Other Crime
335,VEHICLE - STOLEN,Violent Crime
260,COUNTERFEITING,Other Crime
225,IDENTITY THEFT,Violent Crime
338,DRUG OFFENSE,Other Crime
272,ASSAULT,Violent Crime
459,HOMICIDE,Other Crime
436,SHOPLIFTING,Other Crime
175,ARSON,Fire Accident
547,EXTORTION,Other Crime
493,SEXUAL ASSAULT,Violent Crime
468,DOMESTIC VIOLENCE,Violent Crime
371,FRAUD,Other Crime
132,FIREARM OFFENSE,Fire Accident
311,ARSON,Fire Accident
102,IDENTITY THEFT,Violent Crime
514,KIDNAPPING,Other Crime
460,EXTORTION,Other Crime
146,TRAFFIC VIOLATION,Traffic Fatality
425,SEXUAL ASSAULT,Violent Crime
460,ARSON,Fire Accident
152,BURGLARY,Other Crime
207,KIDNAPPING,Other Crime
397,HOMICIDE,Other Crime
232,FIREARM OFFENSE,Fire Accident
449,ROBBERY,Violent Crime
294,ASSAULT,Violent Crime
505,DOMESTIC VIOLENCE,Violent Crime
130,COUNTERFEITING,Other Crime
424,COUNTERFEITING,Other Crime
537,ARSON,Fire Accident
100,BURGLARY,Other Crime
558,EXTORTION,Other Crime
588,FIREARM OFFENSE,Fire Accident
591,VANDALISM,Other Crime
245,ILLEGAL POSSESSION,Other Crime
354,DOMESTIC VIOLENCE,Violent Crime
477,DRUG OFFENSE,Other Crime
507,DRUG OFFENSE,Other Crime
175,ASSAULT,Violent Crime
206,FRAUD,Other Crime
431,ROBBERY,Violent Crime
372,VANDALISM,Other Crime
276,COUNTERFEITING,Other Crime
177,KIDNAPPING,Other Crime
363,FIREARM OFFENSE,Fire Accident
493,FRAUD,Other Crime
449,BURGLARY,Other Crime
283,KIDNAPPING,Other Crime
433,BURGLARY,Other Crime
208,DRUG OFFENSE,Other Crime
502,HOMICIDE,Other Crime
312,TRAFFIC VIOLATION,Traffic Fatality
114,IDENTITY THEFT,Violent Crime
344,DRUG OFFENSE,Other Crime
425,DOMESTIC VIOLENCE,Violent Crime
158,VANDALISM,Other Crime
242,ARSON,Fire Accident
523,DRUG OFFENSE,Other Crime
115,KIDNAPPING,Other Crime
447,PUBLIC INTOXICATION,Other Crime
312,BURGLARY,Other Crime
567,FIREARM OFFENSE,Fire Accident
467,PUBLIC INTOXICATION,Other Crime
295,DOMESTIC VIOLENCE,Violent Crime
424,DOMESTIC VIOLENCE,Violent Crime
287,EXTORTION,Other Crime
320,VEHICLE - STOLEN,Violent Crime
509,BURGLARY,Other Crime
236,ASSAULT,Violent Crime
137,BURGLARY,Other Crime
342,DOMESTIC VIOLENCE,Violent Crime
221,SHOPLIFTING,Other Crime
497,ASSAULT,Violent Crime
495,FRAUD,Other Crime
207,FRAUD,Other Crime
520,BURGLARY,Other Crime
133,ARSON,Fire Accident
280,FRAUD,Other Crime
336,FIREARM OFFENSE,Fire Accident
319,HOMICIDE,Other Crime
288,PUBLIC INTOXICATION,Other Crime
327,SHOPLIFTING,Other Crime
479,EXTORTION,Other Crime
599,BURGLARY,Other Crime
571,ARSON,Fire Accident
162,EXTORTION,Other Crime
470,DRUG OFFENSE,Other Crime
323,VANDALISM,Other Crime
137,KIDNAPPING,Other Crime
305,DOMESTIC VIOLENCE,Violent Crime
193,ROBBERY,Violent Crime
127,DRUG OFFENSE,Other Crime
341,ROBBERY,Violent Crime
210,KIDNAPPING,Other Crime
491,SEXUAL ASSAULT,Violent Crime
555,TRAFFIC VIOLATION,Traffic Fatality
592,ILLEGAL POSSESSION,Other Crime
479,FRAUD,Other Crime
447,HOMICIDE,Other Crime
197,DRUG OFFENSE,Other Crime
315,BURGLARY,Other Crime
396,CYBERCRIME,Other Crime
404,EXTORTION,Other Crime
212,TRAFFIC VIOLATION,Traffic Fatality
103,HOMICIDE,Other Crime
469,KIDNAPPING,Other Crime
567,TRAFFIC VIOLATION,Traffic Fatality
561,TRAFFIC VIOLATION,Traffic Fatality
281,IDENTITY THEFT,Violent Crime
376,CYBERCRIME,Other Crime
590,ARSON,Fire Accident
502,KIDNAPPING,Other Crime
288,BURGLARY,Other Crime
327,IDENTITY THEFT,Violent Crime
306,FIREARM OFFENSE,Fire Accident
310,SEXUAL ASSAULT,Violent Crime
323,DOMESTIC VIOLENCE,Violent Crime
408,ROBBERY,Violent Crime
148,DOMESTIC VIOLENCE,Violent Crime
543,EXTORTION,Other Crime
467,ILLEGAL POSSESSION,Other Crime
103,FIREARM OFFENSE,Fire Accident
538,HOMICIDE,Other Crime
272,KIDNAPPING,Other Crime
285,PUBLIC INTOXICATION,Other Crime
586,FRAUD,Other Crime
492,KIDNAPPING,Other Crime
101,FRAUD,Other Crime
597,DRUG OFFENSE,Other Crime
590,SHOPLIFTING,Other Crime
541,KIDNAPPING,Other Crime
437,ASSAULT,Violent Crime
448,PUBLIC INTOXICATION,Other Crime
490,FIREARM OFFENSE,Fire Accident
233,ARSON,Fire Accident
150,COUNTERFEITING,Other Crime
121,ROBBERY,Violent Crime
460,FRAUD,Other Crime
154,KIDNAPPING,Other Crime
477,EXTORTION,Other Crime
155,ROBBERY,Violent Crime
340,PUBLIC INTOXICATION,Other Crime
521,HOMICIDE,Other Crime
239,ILLEGAL POSSESSION,Other Crime
591,ARSON,Fire Accident
209,ASSAULT,Violent Crime
582,HOMICIDE,Other Crime
129,SHOPLIFTING,Other Crime
234,SEXUAL ASSAULT,Violent Crime
597,ROBBERY,Violent Crime
561,FRAUD,Other Crime
123,ARSON,Fire Accident
441,IDENTITY THEFT,Violent Crime
240,PUBLIC INTOXICATION,Other Crime
155,COUNTERFEITING,Other Crime
551,ARSON,Fire Accident
163,HOMICIDE,Other Crime
260,VEHICLE - STOLEN,Violent Crime
136,ROBBERY,Violent Crime
370,DOMESTIC VIOLENCE,Violent Crime
317,DOMESTIC VIOLENCE,Violent Crime
352,TRAFFIC VIOLATION,Traffic Fatality
176,BURGLARY,Other Crime
467,CYBERCRIME,Other Crime
357,IDENTITY THEFT,Violent Crime
454,CYBERCRIME,Other Crime
244,IDENTITY THEFT,Violent Crime
528,IDENTITY THEFT,Violent Crime
282,CYBERCRIME,Other Crime
188,VANDALISM,Other Crime
329,FRAUD,Other Crime
139,KIDNAPPING,Other Crime
474,ROBBERY,Violent Crime
389,CYBERCRIME,Other Crime
238,FIREARM OFFENSE,Fire Accident
422,CYBERCRIME,Other Crime
213,FIREARM OFFENSE,Fire Accident
289,BURGLARY,Other Crime
112,SHOPLIFTING,Other Crime
445,TRAFFIC VIOLATION,Traffic Fatality
386,BURGLARY,Other Crime
395,DRUG OFFENSE,Other Crime
573,PUBLIC INTOXICATION,Other Crime
326,COUNTERFEITING,Other Crime
555,ILLEGAL POSSESSION,Other Crime
442,ROBBERY,Violent Crime
158,VEHICLE - STOLEN,Violent Crime
115,PUBLIC INTOXICATION,Other Crime
177,KIDNAPPING,Other Crime
321,SEXUAL ASSAULT,Violent Crime
475,HOMICIDE,Other Crime
391,DOMESTIC VIOLENCE,Violent Crime
110,PUBLIC INTOXICATION,Other Crime
361,VANDALISM,Other Crime
152,ASSAULT,Violent Crime
117,KIDNAPPING,Other Crime
420,PUBLIC INTOXICATION,Other Crime
162,DOMESTIC VIOLENCE,Violent Crime
427,DOMESTIC VIOLENCE,Violent Crime
103,DOMESTIC VIOLENCE,Violent Crime
476,DOMESTIC VIOLENCE,Violent Crime
344,FRAUD,Other Crime
286,VANDALISM,Other Crime
310,SEXUAL ASSAULT,Violent Crime
109,TRAFFIC VIOLATION,Traffic Fatality
580,ILLEGAL POSSESSION,Other Crime
459,CYBERCRIME,Other Crime
410,IDENTITY THEFT,Violent Crime
278,ASSAULT,Violent Crime
104,VEHICLE - STOLEN,Violent Crime
373,PUBLIC INTOXICATION,Other Crime
477,IDENTITY THEFT,Violent Crime
341,TRAFFIC VIOLATION,Traffic Fatality
598,PUBLIC INTOXICATION,Other Crime
355,VANDALISM,Other Crime
509,COUNTERFEITING,Other Crime
126,TRAFFIC VIOLATION,Traffic Fatality
136,SEXUAL ASSAULT,Violent Crime
377,TRAFFIC VIOLATION,Traffic Fatality
461,PUBLIC INTOXICATION,Other Crime
171,COUNTERFEITING,Other Crime
428,VANDALISM,Other Crime
500,FRAUD,Other Crime
115,KIDNAPPING,Other Crime
283,TRAFFIC VIOLATION,Traffic Fatality
543,KIDNAPPING,Other Crime
151,ASSAULT,Violent Crime
315,FRAUD,Other Crime
100,ASSAULT,Violent Crime
290,CYBERCRIME,Other Crime
453,CYBERCRIME,Other Crime
468,ARSON,Fire Accident
466,PUBLIC INTOXICATION,Other Crime
209,HOMICIDE,Other Crime
172,SEXUAL ASSAULT,Violent Crime
271,ROBBERY,Violent Crime
335,ASSAULT,Violent Crime
185,CYBERCRIME,Other Crime
152,ROBBERY,Violent Crime
443,ARSON,Fire Accident
206,TRAFFIC VIOLATION,Traffic Fatality
424,HOMICIDE,Other Crime
338,FIREARM OFFENSE,Fire Accident
138,SEXUAL ASSAULT,Violent Crime
147,ARSON,Fire Accident
124,ILLEGAL POSSESSION,Other Crime
435,VEHICLE - STOLEN,Violent Crime
289,DRUG OFFENSE,Other Crime
394,DRUG OFFENSE,Other Crime
510,IDENTITY THEFT,Violent Crime
431,FRAUD,Other Crime
134,FRAUD,Other Crime
283,ROBBERY,Violent Crime
448,PUBLIC INTOXICATION,Other Crime
552,CYBERCRIME,Other Crime
270,DOMESTIC VIOLENCE,Violent Crime
400,IDENTITY THEFT,Violent Crime
375,BURGLARY,Other Crime
100,HOMICIDE,Other Crime
134,CYBERCRIME,Other Crime
470,EXTORTION,Other Crime
441,TRAFFIC VIOLATION,Traffic Fatality
451,ROBBERY,Violent Crime
503,FRAUD,Other Crime
520,DRUG OFFENSE,Other Crime
407,COUNTERFEITING,Other Crime
586,HOMICIDE,Other Crime
164,DRUG OFFENSE,Other Crime
151,EXTORTION,Other Crime
581,BURGLARY,Other Crime
379,ILLEGAL POSSESSION,Other Crime
445,FIREARM OFFENSE,Fire Accident
356,TRAFFIC VIOLATION,Traffic Fatality
597,FIREARM OFFENSE,Fire Accident
178,KIDNAPPING,Other Crime
515,BURGLARY,Other Crime
241,ARSON,Fire Accident
440,ARSON,Fire Accident
569,FRAUD,Other Crime
262,SEXUAL ASSAULT,Violent Crime
418,CYBERCRIME,Other Crime
581,ILLEGAL POSSESSION,Other Crime
195,VEHICLE - STOLEN,Violent Crime
313,IDENTITY THEFT,Violent Crime
193,BURGLARY,Other Crime
346,ASSAULT,Violent Crime
592,ROBBERY,Violent Crime
269,DOMESTIC VIOLENCE,Violent Crime
542,COUNTERFEITING,Other Crime
545,TRAFFIC VIOLATION,Traffic Fatality
507,ASSAULT,Violent Crime
265,VEHICLE - STOLEN,Violent Crime
531,ILLEGAL POSSESSION,Other Crime
352,ASSAULT,Violent Crime
232,TRAFFIC VIOLATION,Traffic Fatality
373,ARSON,Fire Accident
251,IDENTITY THEFT,Violent Crime
298,TRAFFIC VIOLATION,Traffic Fatality
487,KIDNAPPING,Other Crime
357,HOMICIDE,Other Crime
354,FIREARM OFFENSE,Fire Accident
212,ARSON,Fire Accident
579,DRUG OFFENSE,Other Crime
532,ASSAULT,Violent Crime
259,ROBBERY,Violent Crime
311,ARSON,Fire Accident
509,EXTORTION,Other Crime
470,SEXUAL ASSAULT,Violent Crime
425,FIREARM OFFENSE,Fire Accident
204,IDENTITY THEFT,Violent Crime
191,COUNTERFEITING,Other Crime
381,VANDALISM,Other Crime
495,SHOPLIFTING,Other Crime
225,BURGLARY,Other Crime
541,HOMICIDE,Other Crime
214,DOMESTIC VIOLENCE,Violent Crime
179,EXTORTION,Other Crime
530,TRAFFIC VIOLATION,Traffic Fatality
482,ASSAULT,Violent Crime
409,ROBBERY,Violent Crime
322,PUBLIC INTOXICATION,Other Crime
452,DRUG OFFENSE,Other Crime
496,PUBLIC INTOXICATION,Other Crime
339,VANDALISM,Other Crime
599,EXTORTION,Other Crime
570,FRAUD,Other Crime
591,FRAUD,Other Crime
554,EXTORTION,Other Crime
307,DOMESTIC VIOLENCE,Violent Crime
455,PUBLIC INTOXICATION,Other Crime
373,CYBERCRIME,Other Crime
578,SEXUAL ASSAULT,Violent Crime
331,DOMESTIC VIOLENCE,Violent Crime
388,KIDNAPPING,Other Crime
408,ILLEGAL POSSESSION,Other Crime
437,SEXUAL ASSAULT,Violent Crime
138,ASSAULT,Violent Crime
278,COUNTERFEITING,Other Crime
199,TRAFFIC VIOLATION,Traffic Fatality
105,IDENTITY THEFT,Violent Crime
311,PUBLIC INTOXICATION,Other Crime
380,CYBERCRIME,Other Crime
204,ROBBERY,Violent Crime
584,EXTORTION,Other Crime
374,VANDALISM,Other Crime
494,ASSAULT,Violent Crime
106,ARSON,Fire Accident
321,ARSON,Fire Accident
415,ASSAULT,Violent Crime
140,EXTORTION,Other Crime
404,ROBBERY,Violent Crime
335,IDENTITY THEFT,Violent Crime
157,ARSON,Fire Accident
431,ROBBERY,Violent Crime
232,PUBLIC INTOXICATION,Other Crime
410,SEXUAL ASSAULT,Violent Crime
513,KIDNAPPING,Other Crime
514,DRUG OFFENSE,Other Crime
243,DOMESTIC VIOLENCE,Violent Crime
571,SEXUAL ASSAULT,Violent Crime
195,SEXUAL ASSAULT,Violent Crime
122,FIREARM OFFENSE,Fire Accident
398,BURGLARY,Other Crime
244,ILLEGAL POSSESSION,Other Crime
343,ROBBERY,Violent Crime
155,VEHICLE - STOLEN,Violent Crime
132,VEHICLE - STOLEN,Violent Crime
344,SHOPLIFTING,Other Crime
312,VEHICLE - STOLEN,Violent Crime
446,SHOPLIFTING,Other Crime
417,ASSAULT,Violent Crime
538,BURGLARY,Other Crime
562,VANDALISM,Other Crime
150,HOMICIDE,Other Crime
187,BURGLARY,Other Crime
549,KIDNAPPING,Other Crime
273,DOMESTIC VIOLENCE,Violent Crime
323,ILLEGAL POSSESSION,Other Crime
417,VEHICLE - STOLEN,Violent Crime
306,EXTORTION,Other Crime
190,COUNTERFEITING,Other Crime
266,PUBLIC INTOXICATION,Other Crime
294,HOMICIDE,Other Crime
507,TRAFFIC VIOLATION,Traffic Fatality
428,BURGLARY,Other Crime
335,VEHICLE - STOLEN,Violent Crime
236,ROBBERY,Violent Crime
589,VEHICLE - STOLEN,Violent Crime
479,ILLEGAL POSSESSION,Other Crime
305,SEXUAL ASSAULT,Violent Crime
556,ILLEGAL POSSESSION,Other Crime
593,ASSAULT,Violent Crime
299,ILLEGAL POSSESSION,Other Crime
278,FIREARM OFFENSE,Fire Accident
221,CYBERCRIME,Other Crime
530,FIREARM OFFENSE,Fire Accident
503,ARSON,Fire Accident
434,FIREARM OFFENSE,Fire Accident
277,DOMESTIC VIOLENCE,Violent Crime
580,IDENTITY THEFT,Violent Crime
448,ARSON,Fire Accident
239,KIDNAPPING,Other Crime
424,SEXUAL ASSAULT,Violent Crime
175,BURGLARY,Other Crime
563,TRAFFIC VIOLATION,Traffic Fatality
219,BURGLARY,Other Crime
267,VANDALISM,Other Crime
425,COUNTERFEITING,Other Crime
205,ASSAULT,Violent Crime
111,FRAUD,Other Crime
563,HOMICIDE,Other Crime
314,BURGLARY,Other Crime
560,KIDNAPPING,Other Crime
159,SHOPLIFTING,Other Crime
479,EXTORTION,Other Crime
505,FRAUD,Other Crime
161,FRAUD,Other Crime
401,SHOPLIFTING,Other Crime
155,EXTORTION,Other Crime
559,COUNTERFEITING,Other Crime
331,CYBERCRIME,Other Crime
433,EXTORTION,Other Crime
168,ILLEGAL POSSESSION,Other Crime
387,IDENTITY THEFT,Violent Crime
459,VEHICLE - STOLEN,Violent Crime
401,DOMESTIC VIOLENCE,Violent Crime
287,ROBBERY,Violent Crime
464,COUNTERFEITING,Other Crime
184,FIREARM OFFENSE,Fire Accident
394,HOMICIDE,Other Crime
138,EXTORTION,Other Crime
424,ILLEGAL POSSESSION,Other Crime
117,PUBLIC INTOXICATION,Other Crime
240,ROBBERY,Violent Crime
460,DOMESTIC VIOLENCE,Violent Crime
535,DRUG OFFENSE,Other Crime
219,ARSON,Fire Accident
256,SHOPLIFTING,Other Crime
113,IDENTITY THEFT,Violent Crime
154,DRUG OFFENSE,Other Crime
486,ARSON,Fire Accident
162,TRAFFIC VIOLATION,Traffic Fatality
460,DOMESTIC VIOLENCE,Violent Crime
239,ASSAULT,Violent Crime
287,COUNTERFEITING,Other Crime
247,FRAUD,Other Crime
528,CYBERCRIME,Other Crime
232,SHOPLIFTING,Other Crime
116,KIDNAPPING,Other Crime
347,CYBERCRIME,Other Crime
264,VANDALISM,Other Crime
240,ARSON,Fire Accident
121,HOMICIDE,Other Crime
383,IDENTITY THEFT,Violent Crime
565,SHOPLIFTING,Other Crime
330,ARSON,Fire Accident
534,KIDNAPPING,Other Crime
231,ASSAULT,Violent Crime
434,VEHICLE - STOLEN,Violent Crime
368,KIDNAPPING,Other Crime
296,EXTORTION,Other Crime
386,VEHICLE - STOLEN,Violent Crime
461,ROBBERY,Violent Crime
401,DRUG OFFENSE,Other Crime
343,IDENTITY THEFT,Violent Crime
311,ROBBERY,Violent Crime
180,FRAUD,Other Crime
510,VANDALISM,Other Crime
404,FRAUD,Other Crime
373,SEXUAL ASSAULT,Violent Crime
171,ARSON,Fire Accident
320,DOMESTIC VIOLENCE,Violent Crime
312,FIREARM OFFENSE,Fire Accident
357,ILLEGAL POSSESSION,Other Crime
157,SEXUAL ASSAULT,Violent Crime
579,ARSON,Fire Accident
478,DOMESTIC VIOLENCE,Violent Crime
325,SHOPLIFTING,Other Crime
170,HOMICIDE,Other Crime
249,ILLEGAL POSSESSION,Other Crime
443,VANDALISM,Other Crime
318,BURGLARY,Other Crime
491,FRAUD,Other Crime
491,PUBLIC INTOXICATION,Other Crime
558,CYBERCRIME,Other Crime
504,BURGLARY,Other Crime
302,CYBERCRIME,Other Crime
494,EXTORTION,Other Crime
251,VANDALISM,Other Crime
588,KIDNAPPING,Other Crime
570,DOMESTIC VIOLENCE,Violent Crime
404,ROBBERY,Violent Crime
220,TRAFFIC VIOLATION,Traffic Fatality
220,KIDNAPPING,Other Crime
286,EXTORTION,Other Crime
398,COUNTERFEITING,Other Crime
552,EXTORTION,Other Crime
517,TRAFFIC VIOLATION,Traffic Fatality
189,HOMICIDE,Other Crime
466,SHOPLIFTING,Other Crime
592,PUBLIC INTOXICATION,Other Crime
416,PUBLIC INTOXICATION,Other Crime
162,ARSON,Fire Accident
218,KIDNAPPING,Other Crime
147,ROBBERY,Violent Crime
518,HOMICIDE,Other Crime
229,ILLEGAL POSSESSION,Other Crime
265,FRAUD,Other Crime
394,VANDALISM,Other Crime
333,ASSAULT,Violent Crime
468,EXTORTION,Other Crime
589,FIREARM OFFENSE,Fire Accident
153,FIREARM OFFENSE,Fire Accident
331,FRAUD,Other Crime
460,ROBBERY,Violent Crime
481,SHOPLIFTING,Other Crime
557,FRAUD,Other Crime
246,SHOPLIFTING,Other Crime
145,ILLEGAL POSSESSION,Other Crime
168,VEHICLE - STOLEN,Violent Crime
543,DOMESTIC VIOLENCE,Violent Crime
431,ROBBERY,Violent Crime
348,PUBLIC INTOXICATION,Other Crime
119,TRAFFIC VIOLATION,Traffic Fatality
488,TRAFFIC VIOLATION,Traffic Fatality
239,ASSAULT,Violent Crime
224,DOMESTIC VIOLENCE,Violent Crime
443,VEHICLE - STOLEN,Violent Crime
246,VEHICLE - STOLEN,Violent Crime
538,ARSON,Fire Accident
523,HOMICIDE,Other Crime
485,FIREARM OFFENSE,Fire Accident
568,SHOPLIFTING,Other Crime
598,ASSAULT,Violent Crime
399,SHOPLIFTING,Other Crime
292,KIDNAPPING,Other Crime
265,EXTORTION,Other Crime
339,ASSAULT,Violent Crime
129,KIDNAPPING,Other Crime
128,HOMICIDE,Other Crime
473,ILLEGAL POSSESSION,Other Crime
133,PUBLIC INTOXICATION,Other Crime
201,ILLEGAL POSSESSION,Other Crime
161,SHOPLIFTING,Other Crime
481,BURGLARY,Other Crime
111,PUBLIC INTOXICATION,Other Crime
406,ASSAULT,Violent Crime
598,FIREARM OFFENSE,Fire Accident
204,TRAFFIC VIOLATION,Traffic Fatality
217,DOMESTIC VIOLENCE,Violent Crime
506,DRUG OFFENSE,Other Crime
158,SHOPLIFTING,Other Crime
151,HOMICIDE,Other Crime
506,IDENTITY THEFT,Violent Crime
193,HOMICIDE,Other Crime
205,DRUG OFFENSE,Other Crime
178,ASSAULT,Violent Crime
296,SEXUAL ASSAULT,Violent Crime
515,SHOPLIFTING,Other Crime
582,SEXUAL ASSAULT,Violent Crime
396,COUNTERFEITING,Other Crime
574,ASSAULT,Violent Crime
322,BURGLARY,Other Crime
302,DOMESTIC VIOLENCE,Violent Crime
346,VEHICLE - STOLEN,Violent Crime
280,COUNTERFEITING,Other Crime
459,CYBERCRIME,Other Crime
454,COUNTERFEITING,Other Crime
135,BURGLARY,Other Crime
423,BURGLARY,Other Crime
417,CYBERCRIME,Other Crime
557,SEXUAL ASSAULT,Violent Crime
269,KIDNAPPING,Other Crime
290,ARSON,Fire Accident
106,ROBBERY,Violent Crime
353,IDENTITY THEFT,Violent Crime
564,IDENTITY THEFT,Violent Crime
223,SHOPLIFTING,Other Crime
586,TRAFFIC VIOLATION,Traffic Fatality
244,PUBLIC INTOXICATION,Other Crime
180,CYBERCRIME,Other Crime
573,CYBERCRIME,Other Crime
152,VANDALISM,Other Crime
171,FRAUD,Other Crime
506,PUBLIC INTOXICATION,Other Crime
115,EXTORTION,Other Crime
395,DRUG OFFENSE,Other Crime
252,BURGLARY,Other Crime
126,SHOPLIFTING,Other Crime
341,COUNTERFEITING,Other Crime
111,HOMICIDE,Other Crime
510,VANDALISM,Other Crime
425,CYBERCRIME,Other Crime
169,EXTORTION,Other Crime
521,KIDNAPPING,Other Crime
314,DOMESTIC VIOLENCE,Violent Crime
104,VANDALISM,Other Crime
142,CYBERCRIME,Other Crime
599,COUNTERFEITING,Other Crime
211,COUNTERFEITING,Other Crime
130,DOMESTIC VIOLENCE,Violent Crime
170,PUBLIC INTOXICATION,Other Crime
434,ASSAULT,Violent Crime
443,DRUG OFFENSE,Other Crime
444,PUBLIC INTOXICATION,Other Crime
415,COUNTERFEITING,Other Crime
407,TRAFFIC VIOLATION,Traffic Fatality
482,KIDNAPPING,Other Crime
361,ARSON,Fire Accident
493,IDENTITY THEFT,Violent Crime
264,FIREARM OFFENSE,Fire Accident
219,IDENTITY THEFT,Violent Crime
136,DOMESTIC VIOLENCE,Violent Crime
122,ILLEGAL POSSESSION,Other Crime
110,TRAFFIC VIOLATION,Traffic Fatality
323,SEXUAL ASSAULT,Violent Crime
254,ROBBERY,Violent Crime
130,DRUG OFFENSE,Other Crime
108,FIREARM OFFENSE,Fire Accident
280,ASSAULT,Violent Crime
240,ASSAULT,Violent Crime
320,KIDNAPPING,Other Crime
412,HOMICIDE,Other Crime
136,DOMESTIC VIOLENCE,Violent Crime
140,ROBBERY,Violent Crime
599,SHOPLIFTING,Other Crime
211,CYBERCRIME,Other Crime
323,VEHICLE - STOLEN,Violent Crime
597,EXTORTION,Other Crime
536,ILLEGAL POSSESSION,Other Crime
411,EXTORTION,Other Crime
212,ARSON,Fire Accident
382,CYBERCRIME,Other Crime
549,FIREARM OFFENSE,Fire Accident
383,VANDALISM,Other Crime
232,BURGLARY,Other Crime
167,COUNTERFEITING,Other Crime
387,DOMESTIC VIOLENCE,Violent Crime
284,CYBERCRIME,Other Crime
503,DRUG OFFENSE,Other Crime
555,VANDALISM,Other Crime
574,SEXUAL ASSAULT,Violent Crime
501,ROBBERY,Violent Crime
120,PUBLIC INTOXICATION,Other Crime
168,DOMESTIC VIOLENCE,Violent Crime
580,TRAFFIC VIOLATION,Traffic Fatality
105,VANDALISM,Other Crime
158,SHOPLIFTING,Other Crime
223,SEXUAL ASSAULT,Violent Crime
406,TRAFFIC VIOLATION,Traffic Fatality
135,BURGLARY,Other Crime
266,TRAFFIC VIOLATION,Traffic Fatality
503,ARSON,Fire Accident
301,CYBERCRIME,Other Crime
588,BURGLARY,Other Crime
163,DRUG OFFENSE,Other Crime
113,ROBBERY,Violent Crime
323,VANDALISM,Other Crime
429,ILLEGAL POSSESSION,Other Crime
232,IDENTITY THEFT,Violent Crime
359,SHOPLIFTING,Other Crime
369,VANDALISM,Other Crime
375,ASSAULT,Violent Crime
374,CYBERCRIME,Other Crime
225,VEHICLE - STOLEN,Violent Crime
381,CYBERCRIME,Other Crime
424,DRUG OFFENSE,Other Crime
462,FIREARM OFFENSE,Fire Accident
239,VEHICLE - STOLEN,Violent Crime
441,DRUG OFFENSE,Other Crime
208,KIDNAPPING,Other Crime
329,FIREARM OFFENSE,Fire Accident
510,COUNTERFEITING,Other Crime
109,TRAFFIC VIOLATION,Traffic Fatality
429,FRAUD,Other Crime
183,BURGLARY,Other Crime
119,TRAFFIC VIOLATION,Traffic Fatality
389,ARSON,Fire Accident
564,SEXUAL ASSAULT,Violent Crime
414,DOMESTIC VIOLENCE,Violent Crime
336,VEHICLE - STOLEN,Violent Crime
275,DOMESTIC VIOLENCE,Violent Crime
461,ARSON,Fire Accident
229,ARSON,Fire Accident
153,ROBBERY,Violent Crime
556,HOMICIDE,Other Crime
208,TRAFFIC VIOLATION,Traffic Fatality
197,DOMESTIC VIOLENCE,Violent Crime
308,ILLEGAL POSSESSION,Other Crime
461,DOMESTIC VIOLENCE,Violent Crime
325,KIDNAPPING,Other Crime
339,SHOPLIFTING,Other Crime
165,PUBLIC INTOXICATION,Other Crime
177,IDENTITY THEFT,Violent Crime
182,FIREARM OFFENSE,Fire Accident
109,PUBLIC INTOXICATION,Other Crime
539,HOMICIDE,Other Crime
432,FRAUD,Other Crime
467,DOMESTIC VIOLENCE,Violent Crime
304,ARSON,Fire Accident
397,COUNTERFEITING,Other Crime
316,FRAUD,Other Crime
336,CYBERCRIME,Other Crime
363,ROBBERY,Violent Crime
317,PUBLIC INTOXICATION,Other Crime
261,HOMICIDE,Other Crime
